년도,구분,죄종,발생검거,건수
2016,영등포,절도,검거,940
2016,영등포,폭력,발생,3593
2016,영등포,폭력,검거,3007
2016,성동,살인,발생,4
2016,성동,살인,검거,5
2016,성동,강도,발생,3
2016,성동,강도,검거,5
2016,성동,강간,발생,104
2016,성동,강간,검거,78
2016,성동,절도,발생,1296
2016,성동,절도,검거,896
2016,성동,폭력,발생,1619
2016,성동,폭력,검거,1408
2016,동작,살인,발생,8
2016,동작,살인,검거,6
2016,동작,강도,발생,7
2016,동작,강도,검거,7
2016,동작,강간,발생,325
2016,동작,강간,검거,149
2016,동작,절도,발생,1226
2016,동작,절도,검거,554
2016,동작,폭력,발생,1661
2016,동작,폭력,검거,1444
2016,광진,살인,발생,4
2016,광진,살인,검거,4
2016,광진,강도,발생,11
2016,광진,강도,검거,6
2016,광진,강간,발생,279
2016,광진,강간,검거,234
2016,광진,절도,발생,2636
2016,광진,절도,검거,1057
2016,광진,폭력,발생,2392
2016,광진,폭력,검거,2011
2016,서부,살인,발생,4
2016,서부,살인,검거,4
2016,서부,강도,발생,4
2016,서부,강도,검거,2
2016,서부,강간,발생,54
2016,서부,강간,검거,49
2016,서부,절도,발생,781
2016,서부,절도,검거,389
2016,서부,폭력,발생,1128
2016,서부,폭력,검거,980
2016,강북,살인,발생,7
2016,강북,살인,검거,6
2016,강북,강도,발생,5
2016,강북,강도,검거,4
2016,강북,강간,발생,217
2016,강북,강간,검거,159
2016,강북,절도,발생,1222
2016,강북,절도,검거,672
2016,강북,폭력,발생,2778
2016,강북,폭력,검거,2482
2016,금천,살인,발생,6
2016,금천,살인,검거,6
2016,금천,강도,발생,7
2016,금천,강도,검거,7
2016,금천,강간,발생,175
2016,금천,강간,검거,143
2016,금천,절도,발생,1264
2016,금천,절도,검거,654
2016,금천,폭력,발생,2193
2016,금천,폭력,검거,1946
2016,중랑,살인,발생,8
2016,중랑,살인,검거,7
2016,중랑,강도,발생,14
2016,중랑,강도,검거,14
2016,중랑,강간,발생,164
2016,중랑,강간,검거,150
2016,중랑,절도,발생,1691
2016,중랑,절도,검거,1052
2016,중랑,폭력,발생,3164
2016,중랑,폭력,검거,2712
2016,강남,살인,발생,3
2016,강남,살인,검거,3
2016,강남,강도,발생,24
2016,강남,강도,검거,26
2016,강남,강간,발생,339
2016,강남,강간,검거,269
2016,강남,절도,발생,2438
2016,강남,절도,검거,1129
2016,강남,폭력,발생,2336
2016,강남,폭력,검거,2096
2016,관악,살인,발생,6
2016,관악,살인,검거,7
2016,관악,강도,발생,12
2016,관악,강도,검거,10
2016,관악,강간,발생,322
2016,관악,강간,검거,264
2016,관악,절도,발생,2103
2016,관악,절도,검거,937
2016,관악,폭력,발생,3235
2016,관악,폭력,검거,2707
2016,강서,살인,발생,9
2016,강서,살인,검거,10
2016,강서,강도,발생,10
2016,강서,강도,검거,10
2016,강서,강간,발생,275
2016,강서,강간,검거,239
2016,강서,절도,발생,1952
2016,강서,절도,검거,1070
2016,강서,폭력,발생,3204
2016,강서,폭력,검거,2768
2016,강동,살인,발생,4
2016,강동,살인,검거,5
2016,강동,강도,발생,14
2016,강동,강도,검거,13
2016,강동,강간,발생,160
2016,강동,강간,검거,152
2016,강동,절도,발생,1754
2016,강동,절도,검거,902
2016,강동,폭력,발생,2530
2016,강동,폭력,검거,2201
2016,종암,살인,발생,2
2016,종암,살인,검거,1
2016,종암,강도,발생,5
2016,종암,강도,검거,5
2016,종암,강간,발생,51
2016,종암,강간,검거,42
2016,종암,절도,발생,680
2016,종암,절도,검거,344
2016,종암,폭력,발생,932
2016,종암,폭력,검거,815
2016,구로,살인,발생,9
2016,구로,살인,검거,9
2016,구로,강도,발생,10
2016,구로,강도,검거,13
2016,구로,강간,발생,273
2016,구로,강간,검거,181
2016,구로,절도,발생,1910
2016,구로,절도,검거,861
2016,구로,폭력,발생,3164
2016,구로,폭력,검거,2680
2016,서초,살인,발생,4
2016,서초,살인,검거,4
2016,서초,강도,발생,9
2016,서초,강도,검거,5
2016,서초,강간,발생,350
2016,서초,강간,검거,220
2016,서초,절도,발생,1733
2016,서초,절도,검거,814
2016,서초,폭력,발생,1838
2016,서초,폭력,검거,1583
2016,양천,살인,발생,5
2016,양천,살인,검거,5
2016,양천,강도,발생,7
2016,양천,강도,검거,7
2016,양천,강간,발생,131
2016,양천,강간,검거,108
2016,양천,절도,발생,1719
2016,양천,절도,검거,755
2016,양천,폭력,발생,2250
2016,양천,폭력,검거,1918
2016,송파,살인,발생,9
2016,송파,살인,검거,8
2016,송파,강도,발생,15
2016,송파,강도,검거,12
2016,송파,강간,발생,234
2016,송파,강간,검거,184
2016,송파,절도,발생,2543
2016,송파,절도,검거,1048
2016,송파,폭력,발생,3289
2016,송파,폭력,검거,2808
2016,노원,살인,발생,5
2016,노원,살인,검거,6
2016,노원,강도,발생,6
2016,노원,강도,검거,9
2016,노원,강간,발생,159
2016,노원,강간,검거,142
2016,노원,절도,발생,1857
2016,노원,절도,검거,740
2016,노원,폭력,발생,2516
2016,노원,폭력,검거,2124
2016,방배,살인,발생,1
2016,방배,살인,검거,1
2016,방배,강도,발생,4
2016,방배,강도,검거,5
2016,방배,강간,발생,78
2016,방배,강간,검거,51
2016,방배,절도,발생,472
2016,방배,절도,검거,293
2016,방배,폭력,발생,500
2016,방배,폭력,검거,446
2016,은평,살인,발생,2
2016,은평,살인,검거,2
2016,은평,강도,발생,5
2016,은평,강도,검거,5
2016,은평,강간,발생,102
2016,은평,강간,검거,93
2016,은평,절도,발생,885
2016,은평,절도,검거,501
2016,은평,폭력,발생,1536
2016,은평,폭력,검거,1328
2016,도봉,살인,발생,3
2016,도봉,살인,검거,3
2016,도봉,강도,발생,5
2016,도봉,강도,검거,5
2016,도봉,강간,발생,123
2016,도봉,강간,검거,121
2016,도봉,절도,발생,866
2016,도봉,절도,검거,492
2016,도봉,폭력,발생,1441
2016,도봉,폭력,검거,1309
2016,수서,살인,발생,2
2016,수서,살인,검거,2
2016,수서,강도,발생,15
2016,수서,강도,검거,16
2016,수서,강간,발생,177
2016,수서,강간,검거,144
2016,수서,절도,발생,1149
2016,수서,절도,검거,789
2016,수서,폭력,발생,1666
2016,수서,폭력,검거,1431
2017,중부,살인,발생,0
2017,중부,살인,검거,0
2017,중부,강도,발생,6
2017,중부,강도,검거,6
2017,중부,강간,발생,173
2017,중부,강간,검거,87
2017,중부,절도,발생,1061
2017,중부,절도,검거,489
2017,중부,폭력,발생,1198
2017,중부,폭력,검거,1024
2017,종로,살인,발생,5
2017,종로,살인,검거,3
2017,종로,강도,발생,5
2017,종로,강도,검거,4
2017,종로,강간,발생,131
2017,종로,강간,검거,103
2017,종로,절도,발생,910
2017,종로,절도,검거,360
2017,종로,폭력,발생,1220
2017,종로,폭력,검거,1059
2017,남대문,살인,발생,1
2017,남대문,살인,검거,0
2017,남대문,강도,발생,3
2017,남대문,강도,검거,3
2017,남대문,강간,발생,94
2017,남대문,강간,검거,62
2017,남대문,절도,발생,785
2017,남대문,절도,검거,400
2017,남대문,폭력,발생,863
2017,남대문,폭력,검거,780
2017,서대문,살인,발생,4
2017,서대문,살인,검거,4
2017,서대문,강도,발생,1
2017,서대문,강도,검거,2
2017,서대문,강간,발생,202
2017,서대문,강간,검거,181
2017,서대문,절도,발생,1230
2017,서대문,절도,검거,719
2017,서대문,폭력,발생,1676
2017,서대문,폭력,검거,1393
2017,혜화,살인,발생,2
2017,혜화,살인,검거,2
2017,혜화,강도,발생,5
2017,혜화,강도,검거,4
2017,혜화,강간,발생,122
2017,혜화,강간,검거,70
2017,혜화,절도,발생,734
2017,혜화,절도,검거,298
2017,혜화,폭력,발생,923
2017,혜화,폭력,검거,778
2017,용산,살인,발생,1
2017,용산,살인,검거,1
2017,용산,강도,발생,5
2017,용산,강도,검거,4
2017,용산,강간,발생,327
2017,용산,강간,검거,289
2017,용산,절도,발생,1346
2017,용산,절도,검거,626
2017,용산,폭력,발생,2381
2017,용산,폭력,검거,2016
2017,성북,살인,발생,5
2017,성북,살인,검거,5
2017,성북,강도,발생,5
2017,성북,강도,검거,5
2017,성북,강간,발생,107
2017,성북,강간,검거,72
2017,성북,절도,발생,701
2017,성북,절도,검거,332
2017,성북,폭력,발생,1005
2017,성북,폭력,검거,855
2017,동대문,살인,발생,11
2017,동대문,살인,검거,10
2017,동대문,강도,발생,3
2017,동대문,강도,검거,5
2017,동대문,강간,발생,165
2017,동대문,강간,검거,149
2017,동대문,절도,발생,1547
2017,동대문,절도,검거,1017
2017,동대문,폭력,발생,2249
2017,동대문,폭력,검거,2093
2017,마포,살인,발생,3
2017,마포,살인,검거,3
2017,마포,강도,발생,8
2017,마포,강도,검거,8
2017,마포,강간,발생,500
2017,마포,강간,검거,429
2017,마포,절도,발생,2094
2017,마포,절도,검거,837
2017,마포,폭력,발생,2673
2017,마포,폭력,검거,2222
2017,영등포,살인,발생,15
2017,영등포,살인,검거,13
2017,영등포,강도,발생,5
2017,영등포,강도,검거,5
2017,영등포,강간,발생,455
2017,영등포,강간,검거,267
2017,영등포,절도,발생,2304
2017,영등포,절도,검거,1108
2017,영등포,폭력,발생,3190
2017,영등포,폭력,검거,2619
2017,성동,살인,발생,1
2017,성동,살인,검거,1
2017,성동,강도,발생,3
2017,성동,강도,검거,3
2017,성동,강간,발생,132
2017,성동,강간,검거,106
2017,성동,절도,발생,1072
2017,성동,절도,검거,543
2017,성동,폭력,발생,1559
2017,성동,폭력,검거,1378
2017,동작,살인,발생,1
2017,동작,살인,검거,1
2017,동작,강도,발생,7
2017,동작,강도,검거,9
2017,동작,강간,발생,396
2017,동작,강간,검거,173
2017,동작,절도,발생,1226
2017,동작,절도,검거,593
2017,동작,폭력,발생,1700
2017,동작,폭력,검거,1466
2017,광진,살인,발생,6
2017,광진,살인,검거,5
2017,광진,강도,발생,13
2017,광진,강도,검거,8
2017,광진,강간,발생,261
2017,광진,강간,검거,208
2017,광진,절도,발생,2220
2017,광진,절도,검거,1168
2017,광진,폭력,발생,2146
2017,광진,폭력,검거,1900
2017,서부,살인,발생,3
2017,서부,살인,검거,3
2017,서부,강도,발생,2
2017,서부,강도,검거,2
2017,서부,강간,발생,93
2017,서부,강간,검거,79
2017,서부,절도,발생,553
2017,서부,절도,검거,375
2017,서부,폭력,발생,904
2017,서부,폭력,검거,844
2017,강북,살인,발생,8
2017,강북,살인,검거,8
2017,강북,강도,발생,7
2017,강북,강도,검거,5
2017,강북,강간,발생,208
2017,강북,강간,검거,153
2017,강북,절도,발생,1014
2017,강북,절도,검거,635
2017,강북,폭력,발생,2156
2017,강북,폭력,검거,2023
2017,금천,살인,발생,5
2017,금천,살인,검거,5
2017,금천,강도,발생,5
2017,금천,강도,검거,5
2017,금천,강간,발생,240
2017,금천,강간,검거,212
2017,금천,절도,발생,1141
2017,금천,절도,검거,674
2017,금천,폭력,발생,1874
2017,금천,폭력,검거,1676
2017,중랑,살인,발생,5
2017,중랑,살인,검거,5
2017,중랑,강도,발생,3
2017,중랑,강도,검거,4
2017,중랑,강간,발생,172
2017,중랑,강간,검거,144
2017,중랑,절도,발생,1533
2017,중랑,절도,검거,813
2017,중랑,폭력,발생,2858
2017,중랑,폭력,검거,2426
2017,강남,살인,발생,6
2017,강남,살인,검거,6
2017,강남,강도,발생,13
2017,강남,강도,검거,16
2017,강남,강간,발생,456
2017,강남,강간,검거,366
2017,강남,절도,발생,2069
2017,강남,절도,검거,787
2017,강남,폭력,발생,2229
2017,강남,폭력,검거,1942
2017,관악,살인,발생,8
2017,관악,살인,검거,7
2017,관악,강도,발생,7
2017,관악,강도,검거,6
2017,관악,강간,발생,379
2017,관악,강간,검거,323
2017,관악,절도,발생,1979
2017,관악,절도,검거,1152
2017,관악,폭력,발생,3152
2017,관악,폭력,검거,2666
2017,강서,살인,발생,11
2017,강서,살인,검거,11
2017,강서,강도,발생,4
2017,강서,강도,검거,6
2017,강서,강간,발생,316
2017,강서,강간,검거,253
2017,강서,절도,발생,1888
2017,강서,절도,검거,1113
2017,강서,폭력,발생,2916
2017,강서,폭력,검거,2544
2017,강동,살인,발생,5
2017,강동,살인,검거,6
2017,강동,강도,발생,10
2017,강동,강도,검거,12
2017,강동,강간,발생,172
2017,강동,강간,검거,169
2017,강동,절도,발생,1645
2017,강동,절도,검거,949
2017,강동,폭력,발생,2429
2017,강동,폭력,검거,2109
2017,종암,살인,발생,2
2017,종암,살인,검거,2
2017,종암,강도,발생,3
2017,종암,강도,검거,3
2017,종암,강간,발생,66
2017,종암,강간,검거,62
2017,종암,절도,발생,643
2017,종암,절도,검거,371
2017,종암,폭력,발생,897
2017,종암,폭력,검거,772
2017,구로,살인,발생,7
2017,구로,살인,검거,8
2017,구로,강도,발생,8
2017,구로,강도,검거,6
2017,구로,강간,발생,328
2017,구로,강간,검거,181
2017,구로,절도,발생,1725
2017,구로,절도,검거,869
2017,구로,폭력,발생,2827
2017,구로,폭력,검거,2344
2017,서초,살인,발생,8
2017,서초,살인,검거,8
2017,서초,강도,발생,9
2017,서초,강도,검거,2
2017,서초,강간,발생,405
2017,서초,강간,검거,223
2017,서초,절도,발생,1448
2017,서초,절도,검거,659
2017,서초,폭력,발생,1889
2017,서초,폭력,검거,1636
2017,양천,살인,발생,3
2017,양천,살인,검거,2
2017,양천,강도,발생,3
2017,양천,강도,검거,2
2017,양천,강간,발생,138
2017,양천,강간,검거,122
2017,양천,절도,발생,1590
2017,양천,절도,검거,756
2017,양천,폭력,발생,2148
2017,양천,폭력,검거,1778
2017,송파,살인,발생,6
2017,송파,살인,검거,6
2017,송파,강도,발생,1
2017,송파,강도,검거,3
2017,송파,강간,발생,288
2017,송파,강간,검거,242
2017,송파,절도,발생,2274
2017,송파,절도,검거,1026
2017,송파,폭력,발생,3007
2017,송파,폭력,검거,2593
2017,노원,살인,발생,4
2017,노원,살인,검거,4
2017,노원,강도,발생,9
2017,노원,강도,검거,7
2017,노원,강간,발생,180
2017,노원,강간,검거,155
2017,노원,절도,발생,1538
2017,노원,절도,검거,757
2017,노원,폭력,발생,2478
2017,노원,폭력,검거,2124
2017,방배,살인,발생,1
2017,방배,살인,검거,2
2017,방배,강도,발생,4
2017,방배,강도,검거,5
2017,방배,강간,발생,65
2017,방배,강간,검거,60
2017,방배,절도,발생,364
2017,방배,절도,검거,176
2017,방배,폭력,발생,515
2017,방배,폭력,검거,466
2017,은평,살인,발생,3
2017,은평,살인,검거,3
2017,은평,강도,발생,2
2017,은평,강도,검거,2
2017,은평,강간,발생,137
2017,은평,강간,검거,134
2017,은평,절도,발생,834
2017,은평,절도,검거,559
2017,은평,폭력,발생,1352
2017,은평,폭력,검거,1206
2017,도봉,살인,발생,1
2017,도봉,살인,검거,1
2017,도봉,강도,발생,3
2017,도봉,강도,검거,3
2017,도봉,강간,발생,104
2017,도봉,강간,검거,115
2017,도봉,절도,발생,633
2017,도봉,절도,검거,417
2017,도봉,폭력,발생,1258
2017,도봉,폭력,검거,1116
2017,수서,살인,발생,1
2017,수서,살인,검거,1
2017,수서,강도,발생,7
2017,수서,강도,검거,8
2017,수서,강간,발생,151
2017,수서,강간,검거,130
2017,수서,절도,발생,1061
2017,수서,절도,검거,596
2017,수서,폭력,발생,1727
2017,수서,폭력,검거,1469
2018,중부,살인,발생,1
2018,중부,살인,검거,1
2018,중부,강도,발생,5
2018,중부,강도,검거,7
2018,중부,강간,발생,132
2018,중부,강간,검거,63
2018,중부,절도,발생,1057
2018,중부,절도,검거,415
2018,중부,폭력,발생,1176
2018,중부,폭력,검거,1010
2018,종로,살인,발생,5
2018,종로,살인,검거,4
2018,종로,강도,발생,1
2018,종로,강도,검거,0
2018,종로,강간,발생,136
2018,종로,강간,검거,114
2018,종로,절도,발생,744
2018,종로,절도,검거,398
2018,종로,폭력,발생,1131
2018,종로,폭력,검거,993
2018,남대문,살인,발생,1
2018,남대문,살인,검거,1
2018,남대문,강도,발생,6
2018,남대문,강도,검거,4
2018,남대문,강간,발생,75
2018,남대문,강간,검거,52
2018,남대문,절도,발생,798
2018,남대문,절도,검거,417
2018,남대문,폭력,발생,779
2018,남대문,폭력,검거,709
2018,서대문,살인,발생,5
2018,서대문,살인,검거,4
2018,서대문,강도,발생,3
2018,서대문,강도,검거,3
2018,서대문,강간,발생,206
2018,서대문,강간,검거,189
2018,서대문,절도,발생,1062
2018,서대문,절도,검거,585
2018,서대문,폭력,발생,1526
2018,서대문,폭력,검거,1235
2018,혜화,살인,발생,1
2018,혜화,살인,검거,1
2018,혜화,강도,발생,2
2018,혜화,강도,검거,2
2018,혜화,강간,발생,100
2018,혜화,강간,검거,58
2018,혜화,절도,발생,739
2018,혜화,절도,검거,340
2018,혜화,폭력,발생,831
2018,혜화,폭력,검거,712
2018,용산,살인,발생,1
2018,용산,살인,검거,1
2018,용산,강도,발생,3
2018,용산,강도,검거,2
2018,용산,강간,발생,331
2018,용산,강간,검거,285
2018,용산,절도,발생,1096
2018,용산,절도,검거,522
2018,용산,폭력,발생,1980
2018,용산,폭력,검거,1733
2018,성북,살인,발생,1
2018,성북,살인,검거,1
2018,성북,강도,발생,0
2018,성북,강도,검거,0
2018,성북,강간,발생,125
2018,성북,강간,검거,90
2018,성북,절도,발생,600
2018,성북,절도,검거,298
2018,성북,폭력,발생,886
2018,성북,폭력,검거,798
2018,동대문,살인,발생,2
2018,동대문,살인,검거,2
2018,동대문,강도,발생,5
2018,동대문,강도,검거,4
2018,동대문,강간,발생,145
2018,동대문,강간,검거,112
2018,동대문,절도,발생,1447
2018,동대문,절도,검거,930
2018,동대문,폭력,발생,2081
2018,동대문,폭력,검거,1920
2018,마포,살인,발생,6
2018,마포,살인,검거,6
2018,마포,강도,발생,6
2018,마포,강도,검거,7
2018,마포,강간,발생,473
2018,마포,강간,검거,396
2018,마포,절도,발생,2011
2018,마포,절도,검거,882
2018,마포,폭력,발생,2676
2018,마포,폭력,검거,2278
2018,영등포,살인,발생,17
2018,영등포,살인,검거,15
2018,영등포,강도,발생,8
2018,영등포,강도,검거,6
2018,영등포,강간,발생,391
2018,영등포,강간,검거,267
2018,영등포,절도,발생,2292
2018,영등포,절도,검거,1064
2018,영등포,폭력,발생,3132
2018,영등포,폭력,검거,2570
2018,성동,살인,발생,2
2018,성동,살인,검거,2
2018,성동,강도,발생,5
2018,성동,강도,검거,8
2018,성동,강간,발생,126
2018,성동,강간,검거,102
2018,성동,절도,발생,999
2018,성동,절도,검거,487
2018,성동,폭력,발생,1325
2018,성동,폭력,검거,1188
2018,동작,살인,발생,3
2018,동작,살인,검거,3
2018,동작,강도,발생,7
2018,동작,강도,검거,7
2018,동작,강간,발생,288
2018,동작,강간,검거,154
2018,동작,절도,발생,1151
2018,동작,절도,검거,532
2018,동작,폭력,발생,1651
2018,동작,폭력,검거,1394
2018,광진,살인,발생,7
2018,광진,살인,검거,5
2018,광진,강도,발생,2
2018,광진,강도,검거,1
2018,광진,강간,발생,229
2018,광진,강간,검거,184
2018,광진,절도,발생,1769
2018,광진,절도,검거,974
2018,광진,폭력,발생,1908
2018,광진,폭력,검거,1625
2018,서부,살인,발생,4
2018,서부,살인,검거,4
2018,서부,강도,발생,0
2018,서부,강도,검거,0
2018,서부,강간,발생,58
2018,서부,강간,검거,52
2018,서부,절도,발생,505
2018,서부,절도,검거,325
2018,서부,폭력,발생,807
2018,서부,폭력,검거,711
2018,강북,살인,발생,8
2018,강북,살인,검거,6
2018,강북,강도,발생,7
2018,강북,강도,검거,7
2018,강북,강간,발생,188
2018,강북,강간,검거,135
2018,강북,절도,발생,1112
2018,강북,절도,검거,603
2018,강북,폭력,발생,2122
2018,강북,폭력,검거,1992
2018,금천,살인,발생,6
2018,금천,살인,검거,6
2018,금천,강도,발생,7
2018,금천,강도,검거,6
2018,금천,강간,발생,200
2018,금천,강간,검거,185
2018,금천,절도,발생,1168
2018,금천,절도,검거,645
2018,금천,폭력,발생,1912
2018,금천,폭력,검거,1725
2018,중랑,살인,발생,4
2018,중랑,살인,검거,5
2018,중랑,강도,발생,3
2018,중랑,강도,검거,3
2018,중랑,강간,발생,174
2018,중랑,강간,검거,145
2018,중랑,절도,발생,1526
2018,중랑,절도,검거,876
2018,중랑,폭력,발생,2581
2018,중랑,폭력,검거,2193
2018,강남,살인,발생,5
2018,강남,살인,검거,8
2018,강남,강도,발생,9
2018,강남,강도,검거,8
2018,강남,강간,발생,406
2018,강남,강간,검거,352
2018,강남,절도,발생,2020
2018,강남,절도,검거,836
2018,강남,폭력,발생,2188
2018,강남,폭력,검거,1890
2018,관악,살인,발생,9
2018,관악,살인,검거,9
2018,관악,강도,발생,10
2018,관악,강도,검거,12
2018,관악,강간,발생,352
2018,관악,강간,검거,305
2018,관악,절도,발생,2012
2018,관악,절도,검거,1025
2018,관악,폭력,발생,2643
2018,관악,폭력,검거,2302
2018,강서,살인,발생,11
2018,강서,살인,검거,9
2018,강서,강도,발생,6
2018,강서,강도,검거,3
2018,강서,강간,발생,269
2018,강서,강간,검거,246
2018,강서,절도,발생,1724
2018,강서,절도,검거,982
2018,강서,폭력,발생,2619
2018,강서,폭력,검거,2229
2018,강동,살인,발생,3
2018,강동,살인,검거,3
2018,강동,강도,발생,7
2018,강동,강도,검거,7
2018,강동,강간,발생,170
2018,강동,강간,검거,143
2018,강동,절도,발생,1515
2018,강동,절도,검거,765
2018,강동,폭력,발생,2224
2018,강동,폭력,검거,1871
2018,종암,살인,발생,6
2018,종암,살인,검거,5
2018,종암,강도,발생,1
2018,종암,강도,검거,2
2018,종암,강간,발생,58
2018,종암,강간,검거,50
2018,종암,절도,발생,564
2018,종암,절도,검거,337
2018,종암,폭력,발생,801
2018,종암,폭력,검거,696
2018,구로,살인,발생,8
2018,구로,살인,검거,8
2018,구로,강도,발생,9
2018,구로,강도,검거,9
2018,구로,강간,발생,250
2018,구로,강간,검거,181
2018,구로,절도,발생,1717
2018,구로,절도,검거,787
2018,구로,폭력,발생,2826
2018,구로,폭력,검거,2353
2018,서초,살인,발생,5
2018,서초,살인,검거,5
2018,서초,강도,발생,4
2018,서초,강도,검거,4
2018,서초,강간,발생,407
2018,서초,강간,검거,274
2018,서초,절도,발생,1482
2018,서초,절도,검거,673
2018,서초,폭력,발생,1908
2018,서초,폭력,검거,1597
2018,양천,살인,발생,2
2018,양천,살인,검거,3
2018,양천,강도,발생,4
2018,양천,강도,검거,14
2018,양천,강간,발생,120
2018,양천,강간,검거,111
2018,양천,절도,발생,1384
2018,양천,절도,검거,646
2018,양천,폭력,발생,2005
2018,양천,폭력,검거,1685
2018,송파,살인,발생,5
2018,송파,살인,검거,6
2018,송파,강도,발생,6
2018,송파,강도,검거,8
2018,송파,강간,발생,309
2018,송파,강간,검거,254
2018,송파,절도,발생,2352
2018,송파,절도,검거,1034
2018,송파,폭력,발생,3135
2018,송파,폭력,검거,2749
2018,노원,살인,발생,5
2018,노원,살인,검거,4
2018,노원,강도,발생,5
2018,노원,강도,검거,5
2018,노원,강간,발생,194
2018,노원,강간,검거,173
2018,노원,절도,발생,1422
2018,노원,절도,검거,585
2018,노원,폭력,발생,2381
2018,노원,폭력,검거,1958
2018,방배,살인,발생,0
2018,방배,살인,검거,0
2018,방배,강도,발생,1
2018,방배,강도,검거,1
2018,방배,강간,발생,63
2018,방배,강간,검거,41
2018,방배,절도,발생,369
2018,방배,절도,검거,165
2018,방배,폭력,발생,487
2018,방배,폭력,검거,423
2018,은평,살인,발생,4
2018,은평,살인,검거,4
2018,은평,강도,발생,1
2018,은평,강도,검거,1
2018,은평,강간,발생,130
2018,은평,강간,검거,117
2018,은평,절도,발생,773
2018,은평,절도,검거,491
2018,은평,폭력,발생,1308
2018,은평,폭력,검거,1158
2018,도봉,살인,발생,1
2018,도봉,살인,검거,1
2018,도봉,강도,발생,5
2018,도봉,강도,검거,3
2018,도봉,강간,발생,113
2018,도봉,강간,검거,117
2018,도봉,절도,발생,781
2018,도봉,절도,검거,431
2018,도봉,폭력,발생,1349
2018,도봉,폭력,검거,1124
2018,수서,살인,발생,5
2018,수서,살인,검거,5
2018,수서,강도,발생,5
2018,수서,강도,검거,2
2018,수서,강간,발생,194
2018,수서,강간,검거,171
2018,수서,절도,발생,984
2018,수서,절도,검거,481
2018,수서,폭력,발생,1697
2018,수서,폭력,검거,1443
